"OBJECTID","validityDa","datasetNam","provinceCo","province_1","province_2","province_3","edition","version","SHAPE_Leng","SHAPE_Area","dissolve","TNMID","MetaSource","SourceData","SourceOrig","SourceFeat","LoadDate","GNIS_ID","AreaAcres","AreaSqKm","States","HUC8","Name","layer","path","total_production","production_proportion","total_stream_length","production_per_meter","production_per_meter_norm","percent_of_total_run","year","watershed","analysis_type","quartile"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1700.56436610906,0.128107394429114,928823.473467058,0.00183088004845667,1,1.80115662465203,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1958.66954908195,0.1475510468649,6220318.78018474,0.000314882503340734,0.171984234361045,2.07452931752594,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",325.560518271358,0.0245252167785696,725260.727941768,0.000448887559643926,0.245175843181159,0.344818165013812,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2113.95960026029,0.159249400795918,1798877.0674296,0.0011751551223458,0.641852601614394,2.23900512920155,"2020","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4478.06321810041,0.179470146818082,2237206.12572435,0.00200163193127792,0.73958936531758,4.74295086480418,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1218.37568961732,0.0488296062930434,770363.487306015,0.00158155949716415,0.584375462062518,1.29044538883892,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7886.78385175984,0.316083580525744,2914112.91565278,0.00270640983381152,1,8.35330509382486,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",179.381910543228,0.00718920128049413,1884947.19905091,9.51654829554636e-05,0.0351629977716417,0.189992759437223,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2397.26996555981,0.0960768912199733,928823.473467058,0.00258097478588846,0.953652604141478,2.53907394838972,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4329.36683463724,0.173510748642642,6220318.78018474,0.000696004013239441,0.257168742347953,4.58545875131877,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",437.880537226957,0.0175492127907561,725260.727941768,0.000603756029186395,0.223083740549416,0.463782169114286,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4024.45516287735,0.161290612429266,1798877.0674296,0.0022372041067975,0.826631679669439,4.26251085915481,"2020","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7808.55179601778,0.213785175549441,2237206.12572435,0.0034903139707297,0.95099455427252,8.27044543366253,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2327.68768466743,0.063728221735646,770363.487306015,0.00302154466433427,0.823270498118636,2.46537571697583,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",10695.2968091046,0.292819458155337,2914112.91565278,0.00367017240535061,1,11.3279479943561,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",137.178138288389,0.00375570952740364,1884947.19905091,7.27755866888262e-05,0.0198289286309083,0.145292537853706,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2664.79559286698,0.0729576762127617,928823.473467058,0.00286900112776004,0.781707454281283,2.82242432635336,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",6248.75239137368,0.171080459200654,6220318.78018474,0.00100457108585488,0.273712233351859,6.61838033880753,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",563.243732319585,0.0154206776540143,725260.727941768,0.000776608618969382,0.211600037599649,0.596560882951073,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",6079.71959166119,0.166452621964743,1798877.0674296,0.00337973044503171,0.920864218831935,6.43934886369658,"2020","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5009.92911495942,0.249924998682786,2237206.12572435,0.00223936858448273,1,5.30627784180415,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1348.46424123145,0.0672693996222904,770363.487306015,0.00175042595275,0.781660493444109,1.42822897480649,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",5579.48082712541,0.278337618431801,2914112.91565278,0.00191464126086397,0.854991569557198,5.90951983598803,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",51.993881187862,0.00259376338251736,1884947.19905091,2.75837334934589e-05,0.012317638857933,0.055069437775625,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1192.9651584689,0.0595121824715407,928823.473467058,0.00128438308521195,0.5735469784259,1.26353176685199,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3029.65443921704,0.151137144729192,6220318.78018474,0.000487057745154189,0.217497802072049,3.20886540512882,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",282.965947858212,0.0141160209102698,725260.727941768,0.000390157548804892,0.174226588471596,0.299704028670134,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3550.27667449283,0.177108871769602,1798877.0674296,0.00197360716792381,0.881323057579509,3.76028363233399,"2020","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1684.42931048555,0.119702290143781,2237206.12572435,0.000752916457324725,0.281834723088469,1.89974118887083,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",689.256808328795,0.0489813481281485,770363.487306015,0.000894716351029496,0.334913830853306,0.777360937820781,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",6409.86137791913,0.455510410359648,2914112.91565278,0.00219959265939538,0.823360390169771,7.22920077368826,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",371.50693158164,0.0264007698261866,1884947.19905091,0.000197091426098671,0.0737760570342714,0.418994739335909,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",2481.3354133917,0.17633362810116,928823.473467058,0.00267148223992393,1,2.79851167328906,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",844.969835655183,0.060046939221916,6220318.78018474,0.000135840278531527,0.0508482805917492,0.952977955296236,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",390.868188763895,0.0277766582712236,725260.727941768,0.000538934721962883,0.201736217410986,0.440830845789584,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1199.59405526165,0.0852479559479361,1798877.0674296,0.000666857161604565,0.249620660635031,1.35293195298782,"2021","Kusko","DOY_HUC","Q1"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4619.50530878065,0.184768824762006,2237206.12572435,0.00206485457717266,0.789677056544821,5.20999275699397,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1382.37828106751,0.0552917235280301,770363.487306015,0.00179444937856768,0.686264068691128,1.55908054009545,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7619.84831952895,0.304775149016063,2914112.91565278,0.00261480887669106,1,8.59385408188165,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",225.924907917638,0.00903643938693191,1884947.19905091,0.000119857419895578,0.0458379275686309,0.254803719272296,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1987.39457907219,0.0794908840164271,928823.473467058,0.00213969030267265,0.818297016560672,2.24143293927468,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4420.62562100491,0.176814127511305,6220318.78018474,0.000710675091940162,0.2717885418989,4.98569130833986,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",426.179762646127,0.0170461399258054,725260.727941768,0.000587622831661644,0.22472878874622,0.480656115351412,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",4319.68400875336,0.172776711853432,1798877.0674296,0.00240132251778923,0.91835488979524,4.87184685237394,"2021","Kusko","DOY_HUC","Q2"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",8810.49985499648,0.257565260856265,2237206.12572435,0.00393817080763797,1,9.93670043906594,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1979.88991522262,0.0578799013533615,770363.487306015,0.00257007237212962,0.652605612520675,2.23296899309723,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7984.72145654976,0.23342453875129,2914112.91565278,0.00274001786741374,0.695759021447102,9.0053670630415,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",48.2150245953442,0.00140951314811593,1884947.19905091,2.55789788804805e-05,0.00649514206719293,0.0543781015777932,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",1263.67936557285,0.0369422746483413,928823.473467058,0.00136051618167644,0.345469063718049,1.42520895674328,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",7203.60598649032,0.210589488173469,6220318.78018474,0.0011580766582957,0.294064608891428,8.1244056463179,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",354.572993616149,0.010365551001234,725260.727941768,0.000488890381011528,0.124141487226339,0.399896223748127,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",6561.67942532633,0.191823472067924,1798877.0674296,0.00364765305208001,0.926230280567184,7.40042493612595,"2021","Kusko","DOY_HUC","Q3"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030404","Holitna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3198.18935916411,0.203619758840371,2237206.12572435,0.00142954613005479,0.775944510050016,3.60699734776112,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030403","Takotna River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",682.663687700436,0.0434632849553885,770363.487306015,0.000886157896823137,0.480998367678439,0.769925052715411,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030405","Stony River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3708.79401318995,0.236128527033723,2914112.91565278,0.00127270085976032,0.690810337844157,4.18286995128546,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030401","North Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",43.9695574578427,0.00279941857108291,1884947.19905091,2.33266785828175e-05,0.0126615068961397,0.0495899583550989,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030406","Middle Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",792.812042167255,0.0504761221749642,928823.473467058,0.000853565897950331,0.463307730024136,0.894153101090229,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030502","Kuskokwim Delta","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3797.82474978692,0.241796864670865,6220318.78018474,0.000610551465928909,0.3314017282341,4.28328102602508,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030407","South Fork Kuskokwim River","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",168.29567065805,0.0107149139793984,725260.727941768,0.000232048509141892,0.12595379956507,0.189808034963234,"2021","Kusko","DOY_HUC","Q4"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19030501","Aniak","HUC8_Trimmed","/Users/benjaminmakhlouf/Spatial Data/HUC8_Trimmed.shp",3314.12583874398,0.211001109774208,1798877.0674296,0.00184233036195158,1,3.73775338731677,"2021","Kusko","DOY_HUC","Q4"
